flickr_id,download_id,file_name,MOS,ti,si,colorfulness,contrast,blur,vniqe
5570426341,935575,5570426341_cut_centercrop_960x540_8s.mp4,1.56,3.832144775,9.63339138,14.43001099,7.827996963,0.805088825,17.37288899
3887621073,896534,3887621073_cut_centercrop_960x540_8s.mp4,1.58,10.3995393,25.78046608,28.58559459,16.45617487,0.372986889,22.84998002
5927908371,947118,5927908371_original_centercrop_960x540_8s.mp4,1.6,45.98172578,97.97408295,91.7866008,50.72880316,0.218191157,9.088088447
6079875162,953075,6079875162_cut_centercrop_960x540_8s.mp4,1.6,31.83050607,124.4364319,26.93629814,51.08199413,0.667558977,15.15153451
10672253555,873833,10672253555_original_centercrop_960x540_8s.mp4,1.6148,35.37883793,47.95925903,61.9344799,41.39417338,0.36581491,9.926037004
6985991227,977685,6985991227_cut_centercrop_960x540_8s.mp4,1.62,14.80368525,70.39356232,83.26351146,36.28551336,0.25990697,15.73597414
4472730048,905959,4472730048_cut_centercrop_960x540_8s.mp4,1.6224,14.75258371,46.29491043,23.23590243,28.65853594,0.233522081,15.40031971
10132105415,870520,10132105415_cut_centercrop_960x540_8s.mp4,1.64,8.585800201,23.01279831,18.91427598,33.09594268,0.457211004,13.16952149
4970624827,917381,4970624827_original_centercrop_960x540_8s.mp4,1.66,27.99297023,82.11313629,63.93106653,75.27403827,0.086630775,11.18220707
8222762296,1005477,8222762296_original_centercrop_960x540_8s.mp4,1.66,8.574500898,8.41603756,75.98219654,11.46950483,0.829773126,17.98255473
4177089041,900769,4177089041_cut_centercrop_960x540_8s.mp4,1.66,17.62201616,51.12713242,21.48385638,43.36531102,0.08723521,11.47986093
8643336872,1019615,8643336872_cut_centercrop_960x540_8s.mp4,1.68,4.487236972,9.064271927,15.45861222,9.910554507,0.676746376,16.93956787
7558781186,989361,7558781186_cut_centercrop_960x540_8s.mp4,1.68,19.08359312,9.085266113,25.01841649,23.17460462,0.680867461,16.89965906
6223028206,958294,6223028206_original_centercrop_960x540_8s.mp4,1.68,35.65274782,53.88229752,52.68181741,49.91313578,0.100737568,10.25826676
6238991743,958754,6238991743_original_centercrop_960x540_8s.mp4,1.68,22.6229038,106.5643845,122.1321662,75.06747458,0.197020906,8.622634855
4627984833,908957,4627984833_cut_centercrop_960x540_8s.mp4,1.7,10.91305248,27.6594944,115.5489312,34.51239201,0.14210756,13.7317102
10178280003,870776,10178280003_original_centercrop_960x540_8s.mp4,1.7,7.499562197,14.40077972,63.51636565,23.36404911,0.454722772,9.931138209
10650618913,873597,10650618913_original_centercrop_960x540_8s.mp4,1.7,7.923522285,21.60189438,16.80703962,16.96677768,0.413851687,12.29918002
5993312864,949764,5993312864_original_centercrop_960x540_8s.mp4,1.72,3.423535016,16.93842316,10.5882105,7.647364315,0.838534327,21.39530058
5542380796,934589,5542380796_original_centercrop_960x540_8s.mp4,1.72,22.64828569,58.13508606,105.5009825,29.92685763,0.636537802,11.19569121
6369679907,963100,6369679907_original_centercrop_960x540_8s.mp4,1.72,51.42338799,102.2010193,60.46848321,60.31937638,0.15238425,8.759167859
4204485800,901224,4204485800_cut_centercrop_960x540_8s.mp4,1.7297,11.05263347,128.3010559,48.41234576,77.25547394,0.099300149,18.31240873
4834450895,913822,4834450895_cut_centercrop_960x540_8s.mp4,1.74,15.12383081,28.60984802,91.09957748,36.26464518,0.109377054,14.25014065
5475555707,932376,5475555707_original_centercrop_960x540_8s.mp4,1.74,28.33081125,27.96487045,35.31950385,31.35264308,0.631604681,12.47251177
5266893553,925996,5266893553_cut_centercrop_960x540_8s.mp4,1.74,11.58945681,72.54821014,9.554242908,25.43363528,0.257943294,22.54822565
11635304003,879150,11635304003_cut_centercrop_960x540_8s.mp4,1.74,5.570958621,31.66108894,29.64216289,36.73596565,0.297455435,15.50670474
7863416600,995073,7863416600_cut_centercrop_960x540_8s.mp4,1.78,34.45570686,39.76363373,76.08168457,55.53708713,0.151892976,13.37149201
6792979288,971101,6792979288_cut_centercrop_960x540_8s.mp4,1.78,6.706446045,30.74785995,6.97657289,13.91653752,0.714114166,14.87092977
7978973307,997524,7978973307_original_centercrop_960x540_8s.mp4,1.78,6.477464058,119.7876968,45.88527698,84.03851265,0.88289086,15.4601115
6497033987,965599,6497033987_cut_centercrop_960x540_8s.mp4,1.8,6.581540048,62.20315933,86.062939,66.28892689,0.432652895,11.93696898
12567402335,884411,12567402335_original_centercrop_960x540_8s.mp4,1.8,35.74681384,68.04405212,16.41389016,39.78350071,0.249247828,18.29944655
6268574586,959923,6268574586_cut_centercrop_960x540_8s.mp4,1.8,5.180393626,9.380890846,16.15586643,9.202730605,0.881033826,17.75637043
6275674780,960205,6275674780_cut_centercrop_960x540_8s.mp4,1.82,10.80074956,16.24256325,23.33203034,15.17428938,0.690090543,16.39424656
6323632937,962018,6323632937_original_centercrop_960x540_8s.mp4,1.82,3.300480882,11.50401592,10.22036331,11.11549879,0.795786074,12.65109993
9058636581,1027173,9058636581_cut_centercrop_960x540_8s.mp4,1.82,10.83717959,56.07971191,27.45070869,40.46610953,0.192066628,20.81880722
10694139655,873964,10694139655_original_centercrop_960x540_8s.mp4,1.82,18.67891897,10.22562218,62.48537631,19.020272,0.514258943,15.35151541
4321531777,903422,4321531777_original_centercrop_960x540_8s.mp4,1.82,33.22914004,127.4965973,24.84019641,87.61371064,0.176526451,8.323623249
4905336825,915527,4905336825_cut_centercrop_960x540_8s.mp4,1.8281,13.53050064,117.5059738,29.25887355,68.62366748,0.130836284,20.4695697
5043852749,919637,5043852749_original_centercrop_960x540_8s.mp4,1.84,12.71157,49.64984512,32.70395018,47.43493056,0.071186436,9.831390376
8625682550,1018883,8625682550_cut_centercrop_960x540_8s.mp4,1.84,23.10449269,90.30530548,72.31119347,71.92182996,0.77088732,12.60077195
5150451769,922638,5150451769_original_centercrop_960x540_8s.mp4,1.84,9.771954716,13.38321304,13.28630143,16.08458811,0.297372266,15.97618334
5048882871,919822,5048882871_cut_centercrop_960x540_8s.mp4,1.84,25.75812527,88.53625488,109.7379527,43.304806,0.328383613,14.69020005
4879585643,914930,4879585643_cut_centercrop_960x540_8s.mp4,1.84,29.2612656,91.48969269,98.0648997,60.93981936,0.190411071,11.90669105
6268902756,959937,6268902756_original_centercrop_960x540_8s.mp4,1.8431,27.12678703,86.2967453,51.69737752,63.68145902,0.219841456,18.64357974
5935222726,947382,5935222726_cut_centercrop_960x540_8s.mp4,1.86,5.736601494,35.949543,86.84743428,42.03467646,0.595535008,12.73864143
5962679589,948679,5962679589_cut_centercrop_960x540_8s.mp4,1.86,10.79343898,157.1658936,14.4106907,82.68522031,0.231580055,9.73224518
3770747002,894922,3770747002_original_centercrop_960x540_8s.mp4,1.86,7.883068761,20.05824852,25.7664317,14.51540356,0.301490745,14.21530776
7848940332,994836,7848940332_original_centercrop_960x540_8s.mp4,1.86,14.61935026,61.48484039,112.4721782,50.54799522,0.310663222,14.60723422
11095294653,876305,11095294653_cut_centercrop_960x540_8s.mp4,1.86,20.12217844,58.39363098,59.6772416,45.24418503,0.170763248,11.35943805
6783810490,970802,6783810490_cut_centercrop_960x540_8s.mp4,1.88,5.732192487,40.02557755,13.14259198,37.8588183,0.356930974,18.8694101
10417424703,872317,10417424703_original_centercrop_960x540_8s.mp4,1.88,5.786118643,59.70103455,10.72841315,57.22970181,0.265794637,7.06312756
7983363078,997637,7983363078_original_centercrop_960x540_8s.mp4,1.9,29.77701354,130.4530945,80.54256064,71.1220854,0.78391677,11.07319157
6661657005,968691,6661657005_original_centercrop_960x540_8s.mp4,1.9,31.10494153,48.67569351,73.32543574,51.78470211,0.213020984,11.26276393
8017059368,998651,8017059368_cut_centercrop_960x540_8s.mp4,1.9072,18.00545159,129.5054169,9.68070695,66.91336059,0.718626023,14.25338279
7495449440,987750,7495449440_original_centercrop_960x540_8s.mp4,1.92,21.00331628,24.53406906,57.19897314,32.95947791,0.282413573,12.57104014
5504464599,933346,5504464599_cut_centercrop_960x540_8s.mp4,1.94,9.574490389,13.72256184,53.88413168,10.27361706,0.822081294,15.76551951
6131895268,955208,6131895268_cut_centercrop_960x540_8s.mp4,1.94,6.250263954,28.4749012,13.89756675,17.16140516,0.569584229,20.18187316
9814654176,1041032,9814654176_original_centercrop_960x540_8s.mp4,1.94,5.900790052,32.39154434,45.65958971,16.09376478,0.478621589,9.106456586
11688667226,879595,11688667226_cut_centercrop_960x540_8s.mp4,1.94,12.04317987,67.60960388,116.3630561,66.39113495,0.161611338,9.518103157
4933934170,916227,4933934170_cut_centercrop_960x540_8s.mp4,1.96,12.90908849,83.25531006,104.5927598,45.95047155,0.180436108,12.11770551
4677538291,910127,4677538291_cut_centercrop_960x540_8s.mp4,1.96,4.832948104,34.36978531,50.98836063,26.61135703,0.130010417,16.55623879
6299595444,961001,6299595444_original_centercrop_960x540_8s.mp4,1.96,33.38700087,81.65493011,44.2695377,49.54948801,0.18579905,9.859279464
4991520511,918024,4991520511_cut_centercrop_960x540_8s.mp4,1.98,18.9764396,88.6258316,61.88157413,71.99011967,0.088047738,9.692002195
4823416929,913512,4823416929_cut_centercrop_960x540_8s.mp4,1.98,14.66901207,57.41234589,53.26107097,81.58388314,0.054966127,9.686222584
9047671138,1026955,9047671138_original_centercrop_960x540_8s.mp4,1.98,19.78578088,66.73383331,13.46290123,40.31091892,0.178015018,16.35840649
8257892715,1006957,8257892715_original_centercrop_960x540_8s.mp4,1.98,9.905907378,112.660675,21.66502633,73.11674735,0.334890777,13.48844337
7087189849,980037,7087189849_cut_centercrop_960x540_8s.mp4,1.98,19.51259932,62.34107208,52.24990945,50.06634458,0.424656737,12.14843823
8339870239,1009685,8339870239_original_centercrop_960x540_8s.mp4,1.9921,19.7805022,145.2933502,62.75788184,71.3545492,0.317090022,8.123649508
6008700446,950330,6008700446_original_centercrop_960x540_8s.mp4,2,13.17011419,43.24992752,66.77047651,20.7474244,0.22307735,9.981484744
8592011515,1017695,8592011515_original_centercrop_960x540_8s.mp4,2,9.69432134,57.43488312,7.790268951,78.45695342,0.459056231,17.48444474
4907486229,915580,4907486229_cut_centercrop_960x540_8s.mp4,2,9.531932961,78.05534363,8.865230687,86.11122468,0.115726964,10.59776123
6749780445,970017,6749780445_cut_centercrop_960x540_8s.mp4,2.02,11.29731406,14.33845329,12.19911581,25.12951783,0.640980952,14.72357115
7545358086,988720,7545358086_original_centercrop_960x540_8s.mp4,2.02,7.920823603,17.3475666,55.5327939,15.23165879,0.703330325,12.3231234
8527434285,1015216,8527434285_original_centercrop_960x540_8s.mp4,2.02,6.068118441,19.07382393,54.49589653,51.68536996,0.49890017,15.47049767
8110008288,1001568,8110008288_original_centercrop_960x540_8s.mp4,2.02,11.757674,25.62551498,42.5624282,15.1249245,0.469522048,16.03080951
8663100289,1020298,8663100289_cut_centercrop_960x540_8s.mp4,2.0349,6.603551894,71.51280212,76.7411584,22.41533199,0.673507429,18.39516575
6120978816,954663,6120978816_original_centercrop_960x540_8s.mp4,2.04,14.00084354,13.09356117,32.66708109,17.49134324,0.665889504,13.83026553
5460445525,931898,5460445525_cut_centercrop_960x540_8s.mp4,2.04,5.474157703,30.5588131,42.02395948,20.9897708,0.65292872,8.738034667
8582023917,1017189,8582023917_original_centercrop_960x540_8s.mp4,2.04,13.93598496,46.80870056,105.5663868,23.71732131,0.514897462,13.37284624
5506184490,933464,5506184490_cut_centercrop_960x540_8s.mp4,2.04,16.11529071,14.99670887,29.96154327,21.67700067,0.477404562,12.64196078
5956265529,948402,5956265529_cut_centercrop_960x540_8s.mp4,2.04,22.75261642,56.26211166,7.827958599,41.16621733,0.245907616,13.73521765
4639129836,909273,4639129836_original_centercrop_960x540_8s.mp4,2.06,13.51760254,43.08178711,41.1540414,41.34171691,0.320248257,9.861364021
9427595515,1034291,9427595515_original_centercrop_960x540_8s.mp4,2.06,13.34604102,8.804253578,46.76544363,15.07940694,0.485105191,10.96779943
4959664675,916981,4959664675_cut_centercrop_960x540_8s.mp4,2.06,11.87270616,20.23786926,44.6936568,28.07377332,0.240684653,14.46397532
7171297739,981718,7171297739_cut_centercrop_960x540_8s.mp4,2.06,8.902348482,23.00110626,106.0884086,23.15090749,0.619264099,11.44885316
10716218856,874077,10716218856_cut_centercrop_960x540_8s.mp4,2.06,16.44261016,25.36575699,44.47963014,30.18113393,0.274544242,13.46526926
7123683275,980630,7123683275_cut_centercrop_960x540_8s.mp4,2.06,6.806640852,52.19440842,56.48709077,18.79659149,0.677837484,7.530688534
8195899669,1004578,8195899669_original_centercrop_960x540_8s.mp4,2.06,34.24363768,47.29353714,87.64958126,36.9482592,0.116136224,9.106989093
6212970517,957927,6212970517_original_centercrop_960x540_8s.mp4,2.06,16.56273566,81.95897675,7.185920976,92.68515024,0.302989361,10.44870632
5733977738,940630,5733977738_cut_centercrop_960x540_8s.mp4,2.06,27.92229919,88.17292023,12.95765428,34.66908385,0.521021085,17.24763307
4775312025,912384,4775312025_original_centercrop_960x540_8s.mp4,2.08,7.667544466,20.6438942,20.91122702,8.215437525,0.419139188,20.94422124
3496871384,891482,3496871384_cut_centercrop_960x540_8s.mp4,2.08,22.31241173,35.64826965,31.99242278,27.89211037,0.139234613,10.25005191
9765162404,1040541,9765162404_original_centercrop_960x540_8s.mp4,2.08,18.17492063,65.25473022,102.7257315,35.72714838,0.157074073,9.586702088
5625415555,937353,5625415555_original_centercrop_960x540_8s.mp4,2.08,47.21277871,58.09471512,31.8840959,63.91076733,0.179719414,12.42585212
7651248048,991214,7651248048_cut_centercrop_960x540_8s.mp4,2.08,25.7081917,155.3463745,108.251447,81.77019504,0.376429716,11.34511185
9618443862,1038077,9618443862_cut_centercrop_960x540_8s.mp4,2.08,5.186334767,37.41537476,18.18392026,35.11768558,0.182654549,19.56724959
8336226077,1009600,8336226077_original_centercrop_960x540_8s.mp4,2.08,49.66633585,168.1648102,14.02013404,63.61728609,0.469841397,7.065014155
8372557828,1010438,8372557828_original_centercrop_960x540_8s.mp4,2.08,7.814018045,24.34311867,12.68771803,12.65223489,0.62272789,19.66550955
8554748075,1016079,8554748075_original_centercrop_960x540_8s.mp4,2.0891,11.47063958,116.3558807,20.45251737,69.64221636,0.2676915,9.569351865
9000209228,1026250,9000209228_original_centercrop_960x540_8s.mp4,2.1,20.16659337,53.09082031,75.37201588,53.27155784,0.096844353,8.356573797
8477990214,1013579,8477990214_cut_centercrop_960x540_8s.mp4,2.1,14.81526742,66.08828735,8.345518899,18.61179366,0.539732005,20.78399201
9564154386,1037015,9564154386_original_centercrop_960x540_8s.mp4,2.1,14.68897142,27.02292061,5.327155253,62.72612878,0.316821533,11.96553243
10625504535,873394,10625504535_cut_centercrop_960x540_8s.mp4,2.1,18.45287096,97.86229706,122.0521987,75.22449828,0.232831357,15.62792215
8144762018,1003013,8144762018_original_centercrop_960x540_8s.mp4,2.1,36.33674777,47.38562775,79.45321341,43.70129908,0.279432056,10.62221707
7917797604,996005,7917797604_cut_centercrop_960x540_8s.mp4,2.1057,4.76647705,13.59103107,31.90445212,38.57482314,0.855936974,15.11789473
5134310379,922118,5134310379_cut_centercrop_960x540_8s.mp4,2.12,40.50213551,95.45045471,59.55227415,53.39982691,0.147887713,6.129960379
8069024908,1000378,8069024908_cut_centercrop_960x540_8s.mp4,2.12,10.89391536,16.52377129,7.197302167,22.32718467,0.462072035,19.04363167
9136867624,1028779,9136867624_cut_centercrop_960x540_8s.mp4,2.12,3.621552159,20.69983482,19.77348588,25.12365699,0.126991183,8.287964058
6149591212,955902,6149591212_cut_centercrop_960x540_8s.mp4,2.14,9.976513871,37.21212006,28.7460122,24.31469161,0.460243452,10.31294118
6346026937,962683,6346026937_original_centercrop_960x540_8s.mp4,2.14,10.58656777,25.99514389,11.48961751,16.16689379,0.458554874,11.0296203
5078125268,920589,5078125268_original_centercrop_960x540_8s.mp4,2.14,40.96013864,107.4394226,37.73508342,56.00604011,0.064834819,11.17759859
8587927758,1017520,8587927758_cut_centercrop_960x540_8s.mp4,2.14,19.76689655,123.6935883,44.18559023,95.32931677,0.326467974,11.00568664
5115335471,921672,5115335471_original_centercrop_960x540_8s.mp4,2.16,37.68570746,65.64186096,43.17086973,76.79836747,0.271381922,14.66460587
12461764004,883960,12461764004_original_centercrop_960x540_8s.mp4,2.16,49.99403613,98.85852051,10.3601535,62.12995461,0.149652476,6.852908065
11907021903,880715,11907021903_cut_centercrop_960x540_8s.mp4,2.16,19.09217649,97.48226166,56.37059622,66.59160703,0.137311654,17.86743914
4820762619,913462,4820762619_cut_centercrop_960x540_8s.mp4,2.16,12.65701325,45.83163834,57.47933455,51.18010443,0.135069282,17.07792064
11061444876,876117,11061444876_original_centercrop_960x540_8s.mp4,2.16,28.59955363,48.36242294,42.5151905,29.23065005,0.164687036,8.070851637
5819852885,943527,5819852885_cut_centercrop_960x540_8s.mp4,2.16,19.22824327,30.18019867,63.91997473,34.38400703,0.480493975,12.18251824
8324243833,1009167,8324243833_original_centercrop_960x540_8s.mp4,2.16,3.516605075,19.11543465,6.146559947,8.455308079,0.763766836,16.95380197
8685321568,1021035,8685321568_original_centercrop_960x540_8s.mp4,2.18,55.64479465,52.3678627,14.31007109,41.04184608,0.057215142,12.48565241
10102107193,870186,10102107193_cut_centercrop_960x540_8s.mp4,2.18,7.844725737,67.44873047,20.50253015,79.29035034,0.354493817,18.51227634
8278672659,1007597,8278672659_original_centercrop_960x540_8s.mp4,2.18,4.862537284,12.34700489,8.486293606,8.672248295,0.835645538,13.43712777
7962972726,997119,7962972726_cut_centercrop_960x540_8s.mp4,2.18,9.613879692,41.1991539,29.37888675,73.96193007,0.312219571,15.79616692
5044148124,919656,5044148124_original_centercrop_960x540_8s.mp4,2.18,30.46585897,135.2642822,18.70715859,64.52419567,0.236868645,14.85318926
5460258278,931881,5460258278_cut_centercrop_960x540_8s.mp4,2.18,3.13253566,17.7882061,14.7848233,16.89210907,0.310149369,14.36457394
4914377539,915758,4914377539_original_centercrop_960x540_8s.mp4,2.2,25.03050757,114.8764725,37.47245011,62.77720674,0.647894491,11.47016848
5031142078,919156,5031142078_cut_centercrop_960x540_8s.mp4,2.2,27.02871678,99.64241791,67.13674531,41.88542794,0.195090454,17.01065355
6370967061,963115,6370967061_original_centercrop_960x540_8s.mp4,2.2,18.9079235,114.0580063,46.29273435,66.21964386,0.357706286,11.04454917
4866613201,914585,4866613201_original_centercrop_960x540_8s.mp4,2.2,30.66523173,54.45946121,22.04429991,34.19337054,0.176433941,7.823626051
6173852301,956730,6173852301_original_centercrop_960x540_8s.mp4,2.2,15.34564623,28.39509201,68.97849125,38.49216825,0.449812817,12.53055705
8731159058,1022709,8731159058_original_centercrop_960x540_8s.mp4,2.2,23.24529206,83.52829742,24.88218008,71.95960111,0.154824011,9.097538226
10716551125,874079,10716551125_original_centercrop_960x540_8s.mp4,2.22,55.33160585,94.78053284,49.48251438,53.65837117,0.214049706,8.351819002
9455400456,1034843,9455400456_cut_centercrop_960x540_8s.mp4,2.22,10.10208635,74.80742645,87.27345824,75.79293533,0.344473982,11.99051843
6123040072,954811,6123040072_original_centercrop_960x540_8s.mp4,2.22,9.947493583,30.04001427,13.05982872,12.36777152,0.760332971,20.60038831
8320880668,1009080,8320880668_cut_centercrop_960x540_8s.mp4,2.22,14.84513199,121.4129181,17.52860643,29.97269753,0.557888306,22.36794588
5433352304,931086,5433352304_original_centercrop_960x540_8s.mp4,2.22,5.690547535,35.00482559,52.24543954,44.78811061,0.430524502,9.331962758
8433382995,1012272,8433382995_cut_centercrop_960x540_8s.mp4,2.22,30.01614725,106.0192719,31.07641564,60.09360043,0.466532522,22.03529414
9189459433,1029639,9189459433_original_centercrop_960x540_8s.mp4,2.22,28.38818788,83.59456635,27.89500629,64.21761335,0.194779186,8.509113881
5553355582,934969,5553355582_cut_centercrop_960x540_8s.mp4,2.22,10.93357015,75.71657562,18.10760115,90.33436373,0.821360822,15.98557264
5453773681,931647,5453773681_original_centercrop_960x540_8s.mp4,2.24,32.22265274,91.19809723,17.58758991,41.53767992,0.461955535,12.69352567
5045897151,919744,5045897151_original_centercrop_960x540_8s.mp4,2.24,13.39089486,103.8683929,55.67703643,68.19639988,0.137760599,12.27329922
7548305462,989033,7548305462_original_centercrop_960x540_8s.mp4,2.24,5.488213249,22.29665565,105.9530194,44.27902494,0.438955534,9.301240236
6059351914,952420,6059351914_cut_centercrop_960x540_8s.mp4,2.24,9.348663275,74.54618835,17.26100874,66.22160331,0.457501823,15.17185663
3374751086,890303,3374751086_cut_centercrop_960x540_8s.mp4,2.24,6.147766607,10.50013828,76.63218713,12.91416726,0.566073716,11.4211073
5806274886,943083,5806274886_cut_centercrop_960x540_8s.mp4,2.24,20.94461738,67.41039276,85.55218097,40.0370937,0.347444866,13.80807982
4915461487,915786,4915461487_original_centercrop_960x540_8s.mp4,2.24,39.63287212,65.24210358,91.93418293,41.4889091,0.209956986,12.84162188
5208145791,924224,5208145791_cut_centercrop_960x540_8s.mp4,2.24,24.83031839,66.78019714,18.10884482,62.74181377,0.158184155,12.74428558
5310216885,927177,5310216885_cut_centercrop_960x540_8s.mp4,2.24,28.80113745,104.3967133,78.24720632,57.37487385,0.363772984,10.02278348
4005506137,898253,4005506137_cut_centercrop_960x540_8s.mp4,2.24,5.554240094,26.80408669,16.04279295,47.20226785,0.266026405,11.45175826
6740483069,969861,6740483069_original_centercrop_960x540_8s.mp4,2.2422,19.95144714,100.314415,41.9292286,50.43491757,0.712758758,9.973941551
6629527951,968152,6629527951_original_centercrop_960x540_8s.mp4,2.255,6.706442978,26.14660835,32.39458603,22.78862493,0.78535678,8.797036914
8729280042,1022634,8729280042_cut_centercrop_960x540_8s.mp4,2.26,28.82360492,83.23602295,39.83514212,75.04777401,0.204667896,12.55998817
9256674744,1030911,9256674744_cut_centercrop_960x540_8s.mp4,2.26,8.145493924,43.83742905,59.69880331,52.4651232,0.118978841,8.353363082
11237101334,877169,11237101334_original_centercrop_960x540_8s.mp4,2.26,49.95354107,92.89537048,27.35505384,58.11554858,0.120530735,8.445108721
5636101558,937711,5636101558_cut_centercrop_960x540_8s.mp4,2.26,6.700040478,43.98643875,47.87108761,17.60897325,0.562964587,22.83547655
4206970561,901256,4206970561_original_centercrop_960x540_8s.mp4,2.26,8.28540109,29.36187172,16.05039166,20.77676927,0.135308408,14.9262587
9234105504,1030503,9234105504_cut_centercrop_960x540_8s.mp4,2.26,11.40045219,34.18183899,84.37166636,40.04065576,0.151024285,9.078792276
5134417428,922124,5134417428_cut_centercrop_960x540_8s.mp4,2.26,7.448243256,26.60098648,54.37405534,12.27848581,0.495941714,17.00694948
4966446054,917129,4966446054_original_centercrop_960x540_8s.mp4,2.26,54.13767895,170.8644409,32.85729204,97.24716106,0.31134368,6.91398946
5093919014,921056,5093919014_original_centercrop_960x540_8s.mp4,2.26,3.363012982,120.9434967,37.59137033,54.23071514,0.879131999,10.09536376
3934294391,897215,3934294391_cut_centercrop_960x540_8s.mp4,2.26,8.709046649,25.3188858,21.84870023,20.12598222,0.347501727,10.09566017
5419510404,930647,5419510404_original_centercrop_960x540_8s.mp4,2.26,23.87514955,162.8257599,87.88815971,38.82953418,0.346140704,13.89523198
8251526312,1006561,8251526312_original_centercrop_960x540_8s.mp4,2.28,52.80007668,75.52494812,83.04192563,68.47147696,0.204086178,13.94050374
4735334918,911231,4735334918_cut_centercrop_960x540_8s.mp4,2.28,12.21257465,40.78759384,81.73009922,38.61602217,0.172342548,12.84613061
5014400375,918694,5014400375_original_centercrop_960x540_8s.mp4,2.28,18.12544418,100.3603745,114.0368036,45.82376337,0.467390708,11.53635229
8479579728,1013631,8479579728_cut_centercrop_960x540_8s.mp4,2.28,22.00594082,100.4638748,68.38447339,38.476934,0.576116,10.91361391
7390590300,985650,7390590300_original_centercrop_960x540_8s.mp4,2.28,7.082542498,20.46467018,16.5530491,16.06475799,0.560774747,21.86720376
11469243925,878326,11469243925_original_centercrop_960x540_8s.mp4,2.28,35.85116024,131.4201355,18.6191115,59.27636831,0.292940255,11.00340034
8507613491,1014620,8507613491_cut_centercrop_960x540_8s.mp4,2.28,22.47923713,64.41455841,12.57080225,20.98784356,0.361794427,9.629867447
8440795977,1012449,8440795977_original_centercrop_960x540_8s.mp4,2.28,13.0029437,27.78996086,6.637195242,15.59288787,0.589423683,14.63612414
3533765114,891885,3533765114_cut_centercrop_960x540_8s.mp4,2.28,24.81289139,72.78155518,82.60330256,68.01517259,0.068608254,8.841019258
6329730783,962196,6329730783_cut_centercrop_960x540_8s.mp4,2.28,4.905263349,77.57415771,90.99881976,58.33159096,0.365344751,8.154023185
5009379117,918553,5009379117_original_centercrop_960x540_8s.mp4,2.2996,33.49249926,134.9022827,52.14324943,72.14904058,0.27986732,19.68356418
8478531549,1013598,8478531549_cut_centercrop_960x540_8s.mp4,2.3,19.60529396,110.5948181,71.41031575,40.39352598,0.653875576,9.932543058
5266882983,925994,5266882983_cut_centercrop_960x540_8s.mp4,2.3,14.2785586,62.20327377,40.53280214,66.82477517,0.458816442,18.81304163
5777975441,942070,5777975441_original_centercrop_960x540_8s.mp4,2.3,31.13843006,54.78754044,48.08855336,34.69686582,0.117745254,9.35903169
5412442677,930464,5412442677_cut_centercrop_960x540_8s.mp4,2.3,3.685303585,16.22853661,15.21662536,15.8033498,0.759275489,14.5272063
3318634083,889713,3318634083_cut_centercrop_960x540_8s.mp4,2.3,10.41420687,35.32172012,79.48810418,25.50059743,0.252105619,15.45390316
4629711727,909002,4629711727_cut_centercrop_960x540_8s.mp4,2.3,45.45798634,85.46329498,88.5138191,59.69084591,0.118012068,8.198604994
